Time: 1, Queue size: 0, Server count: 10
Time: 1932, Queue size: 0, Server count: 1
Time: 1933, Queue size: 0, Server count: 1
Time: 1934, Queue size: 0, Server count: 1
Time: 1935, Queue size: 0, Server count: 1
Time: 1936, Queue size: 0, Server count: 1
Time: 1937, Queue size: 1, Server count: 1
Time: 1938, Queue size: 0, Server count: 1
Time: 1939, Queue size: 0, Server count: 1
Time: 1940, Queue size: 0, Server count: 1
Time: 1941, Queue size: 0, Server count: 1
Time: 1942, Queue size: 0, Server count: 1
Time: 1943, Queue size: 0, Server count: 1
Time: 1944, Queue size: 0, Server count: 1
Time: 1945, Queue size: 1, Server count: 1
Time: 1946, Queue size: 0, Server count: 1
Time: 1947, Queue size: 0, Server count: 1
Time: 1948, Queue size: 0, Server count: 1
Time: 1949, Queue size: 0, Server count: 1
Time: 1950, Queue size: 1, Server count: 1
Time: 1951, Queue size: 0, Server count: 1
Time: 1952, Queue size: 0, Server count: 1
Time: 1953, Queue size: 0, Server count: 1
Time: 1954, Queue size: 1, Server count: 1
Time: 1955, Queue size: 0, Server count: 1
Time: 1956, Queue size: 0, Server count: 1
Time: 1957, Queue size: 0, Server count: 1
Time: 1958, Queue size: 0, Server count: 1
Time: 1959, Queue size: 0, Server count: 1
Time: 1960, Queue size: 0, Server count: 1
Time: 1961, Queue size: 1, Server count: 1
Time: 1962, Queue size: 0, Server count: 1
Time: 1963, Queue size: 0, Server count: 1
Time: 1964, Queue size: 0, Server count: 1
Time: 1965, Queue size: 0, Server count: 1
Time: 1966, Queue size: 0, Server count: 1
Time: 1967, Queue size: 0, Server count: 1
Time: 1968, Queue size: 0, Server count: 1
Time: 1969, Queue size: 0, Server count: 1
Time: 1970, Queue size: 1, Server count: 1
Time: 1971, Queue size: 0, Server count: 1
Time: 1972, Queue size: 0, Server count: 1
Time: 1973, Queue size: 0, Server count: 1
Time: 1974, Queue size: 0, Server count: 1
Time: 1975, Queue size: 0, Server count: 1
Time: 1976, Queue size: 1, Server count: 1
Time: 1977, Queue size: 0, Server count: 1
Time: 1978, Queue size: 0, Server count: 1
Time: 1979, Queue size: 0, Server count: 1
Time: 1980, Queue size: 1, Server count: 1
Time: 1981, Queue size: 0, Server count: 1
Time: 1982, Queue size: 0, Server count: 1
Time: 1983, Queue size: 0, Server count: 1
Time: 1984, Queue size: 0, Server count: 1
Time: 1985, Queue size: 0, Server count: 1
Time: 1986, Queue size: 0, Server count: 1
Time: 1987, Queue size: 0, Server count: 1
Time: 1988, Queue size: 0, Server count: 1
Time: 1989, Queue size: 1, Server count: 1
Time: 1990, Queue size: 1, Server count: 1
Time: 1991, Queue size: 1, Server count: 1
Time: 1992, Queue size: 1, Server count: 1
Time: 1993, Queue size: 0, Server count: 1
Time: 1994, Queue size: 0, Server count: 1
Time: 1995, Queue size: 1, Server count: 1
Time: 1996, Queue size: 0, Server count: 1
Time: 1997, Queue size: 1, Server count: 1
Time: 1998, Queue size: 0, Server count: 1
Time: 1999, Queue size: 0, Server count: 1
Time: 2000, Queue size: 0, Server count: 1
Time: 2001, Queue size: 0, Server count: 1
Time: 2002, Queue size: 0, Server count: 1
Time: 2003, Queue size: 0, Server count: 1
Time: 2004, Queue size: 0, Server count: 1
Time: 2005, Queue size: 0, Server count: 1
Time: 2006, Queue size: 0, Server count: 1
Time: 2007, Queue size: 0, Server count: 1
Time: 2008, Queue size: 0, Server count: 1
Time: 2009, Queue size: 0, Server count: 1
Time: 2010, Queue size: 0, Server count: 1
Time: 2011, Queue size: 0, Server count: 1
Time: 2012, Queue size: 0, Server count: 1
Time: 2013, Queue size: 0, Server count: 1
Time: 2014, Queue size: 0, Server count: 1
Time: 2015, Queue size: 1, Server count: 1
Time: 2016, Queue size: 0, Server count: 1
Time: 2017, Queue size: 1, Server count: 1
Time: 2018, Queue size: 1, Server count: 1
Time: 2019, Queue size: 0, Server count: 1
Time: 2020, Queue size: 0, Server count: 1
Time: 2021, Queue size: 0, Server count: 1
Time: 2022, Queue size: 1, Server count: 1
Time: 2023, Queue size: 0, Server count: 1
Time: 2024, Queue size: 0, Server count: 1
Time: 2025, Queue size: 0, Server count: 1
Time: 2026, Queue size: 0, Server count: 1
Time: 2027, Queue size: 0, Server count: 1
Time: 2028, Queue size: 1, Server count: 1
Time: 2029, Queue size: 1, Server count: 1
Time: 2030, Queue size: 0, Server count: 1
Time: 2031, Queue size: 0, Server count: 1
Time: 2032, Queue size: 0, Server count: 1
Time: 2033, Queue size: 1, Server count: 1
Time: 2034, Queue size: 0, Server count: 1
Time: 2035, Queue size: 0, Server count: 1
Time: 2036, Queue size: 0, Server count: 1
Time: 2037, Queue size: 0, Server count: 1
Time: 2038, Queue size: 0, Server count: 1
Time: 2039, Queue size: 1, Server count: 1
Time: 2040, Queue size: 0, Server count: 1
Time: 2041, Queue size: 1, Server count: 1
Time: 2042, Queue size: 0, Server count: 1
Time: 2043, Queue size: 0, Server count: 1
Time: 2044, Queue size: 1, Server count: 1
Time: 2045, Queue size: 1, Server count: 1
Time: 2046, Queue size: 1, Server count: 1
Time: 2047, Queue size: 0, Server count: 1
Time: 2048, Queue size: 0, Server count: 1
Time: 2049, Queue size: 0, Server count: 1
Time: 2050, Queue size: 0, Server count: 1
Time: 2051, Queue size: 0, Server count: 1
Time: 2052, Queue size: 1, Server count: 1
Time: 2053, Queue size: 0, Server count: 1
Time: 2054, Queue size: 0, Server count: 1
Time: 2055, Queue size: 0, Server count: 1
Time: 2056, Queue size: 1, Server count: 1
Time: 2057, Queue size: 0, Server count: 1
Time: 2058, Queue size: 0, Server count: 1
Time: 2059, Queue size: 0, Server count: 1
Time: 2060, Queue size: 1, Server count: 1
Time: 2061, Queue size: 0, Server count: 1
Time: 2062, Queue size: 0, Server count: 1
Time: 2063, Queue size: 1, Server count: 1
Time: 2064, Queue size: 1, Server count: 1
Time: 2065, Queue size: 0, Server count: 1
Time: 2066, Queue size: 0, Server count: 1
Time: 2067, Queue size: 0, Server count: 1
Time: 2068, Queue size: 0, Server count: 1
Time: 2069, Queue size: 1, Server count: 1
Time: 2070, Queue size: 0, Server count: 1
Time: 2071, Queue size: 0, Server count: 1
Time: 2072, Queue size: 0, Server count: 1
Time: 2073, Queue size: 0, Server count: 1
Time: 2074, Queue size: 1, Server count: 1
Time: 2075, Queue size: 0, Server count: 1
Time: 2076, Queue size: 0, Server count: 1
Time: 2077, Queue size: 0, Server count: 1
Time: 2078, Queue size: 0, Server count: 1
Time: 2079, Queue size: 0, Server count: 1
Time: 2080, Queue size: 0, Server count: 1
Time: 2081, Queue size: 0, Server count: 1
Time: 2082, Queue size: 0, Server count: 1
Time: 2083, Queue size: 0, Server count: 1
Time: 2084, Queue size: 0, Server count: 1
Time: 2085, Queue size: 0, Server count: 1
Time: 2086, Queue size: 0, Server count: 1
Time: 2087, Queue size: 0, Server count: 1
Time: 2088, Queue size: 1, Server count: 1
Time: 2089, Queue size: 0, Server count: 1
Time: 2090, Queue size: 0, Server count: 1
Time: 2091, Queue size: 0, Server count: 1
Time: 2092, Queue size: 0, Server count: 1
Time: 2093, Queue size: 0, Server count: 1
Time: 2094, Queue size: 0, Server count: 1
Time: 2095, Queue size: 0, Server count: 1
Time: 2096, Queue size: 0, Server count: 1
Time: 2097, Queue size: 1, Server count: 1
Time: 2098, Queue size: 1, Server count: 1
Time: 2099, Queue size: 0, Server count: 1
Time: 2100, Queue size: 0, Server count: 1
Time: 2101, Queue size: 0, Server count: 1
Time: 2102, Queue size: 0, Server count: 1
Time: 2103, Queue size: 0, Server count: 1
Time: 2104, Queue size: 0, Server count: 1
Time: 2105, Queue size: 0, Server count: 1
Time: 2106, Queue size: 0, Server count: 1
Time: 2107, Queue size: 1, Server count: 1
Time: 2108, Queue size: 1, Server count: 1
Time: 2109, Queue size: 1, Server count: 1
Time: 2110, Queue size: 0, Server count: 1
Time: 2111, Queue size: 0, Server count: 1
Time: 2112, Queue size: 0, Server count: 1
Time: 2113, Queue size: 1, Server count: 1
Time: 2114, Queue size: 0, Server count: 1
Time: 2115, Queue size: 1, Server count: 1
Time: 2116, Queue size: 0, Server count: 1
Time: 2117, Queue size: 0, Server count: 1
Time: 2118, Queue size: 0, Server count: 1
Time: 2119, Queue size: 0, Server count: 1
Time: 2120, Queue size: 1, Server count: 1
Time: 2121, Queue size: 0, Server count: 1
Time: 2122, Queue size: 0, Server count: 1
Time: 2123, Queue size: 1, Server count: 1
Time: 2124, Queue size: 0, Server count: 1
Time: 2125, Queue size: 0, Server count: 1
Time: 2126, Queue size: 0, Server count: 1
Time: 2127, Queue size: 0, Server count: 1
Time: 2128, Queue size: 0, Server count: 1
Time: 2129, Queue size: 0, Server count: 1
Time: 2130, Queue size: 0, Server count: 1
Time: 2131, Queue size: 0, Server count: 1
Time: 2132, Queue size: 0, Server count: 1
Time: 2133, Queue size: 0, Server count: 1
Time: 2134, Queue size: 0, Server count: 1
Time: 2135, Queue size: 0, Server count: 1
Time: 2136, Queue size: 0, Server count: 1
Time: 2137, Queue size: 0, Server count: 1
Time: 2138, Queue size: 0, Server count: 1
Time: 2139, Queue size: 0, Server count: 1
Time: 2140, Queue size: 0, Server count: 1
Time: 2141, Queue size: 0, Server count: 1
Time: 2142, Queue size: 0, Server count: 1
Time: 2143, Queue size: 0, Server count: 1
Time: 2144, Queue size: 0, Server count: 1
Time: 2145, Queue size: 0, Server count: 1
Time: 2146, Queue size: 0, Server count: 1
Time: 2147, Queue size: 1, Server count: 1
Time: 2148, Queue size: 0, Server count: 1
Time: 2149, Queue size: 1, Server count: 1
Time: 2150, Queue size: 0, Server count: 1
Time: 2151, Queue size: 0, Server count: 1
Time: 2152, Queue size: 0, Server count: 1
Time: 2153, Queue size: 0, Server count: 1
Time: 2154, Queue size: 1, Server count: 1
Time: 2155, Queue size: 0, Server count: 1
Time: 2156, Queue size: 1, Server count: 1
Time: 2157, Queue size: 0, Server count: 1
Time: 2158, Queue size: 0, Server count: 1
Time: 2159, Queue size: 0, Server count: 1
Time: 2160, Queue size: 0, Server count: 1
Time: 2161, Queue size: 1, Server count: 1
Time: 2162, Queue size: 0, Server count: 1
Time: 2163, Queue size: 0, Server count: 1
Time: 2164, Queue size: 0, Server count: 1
Time: 2165, Queue size: 1, Server count: 1
Time: 2166, Queue size: 0, Server count: 1
Time: 2167, Queue size: 0, Server count: 1
Time: 2168, Queue size: 1, Server count: 1
Time: 2169, Queue size: 0, Server count: 1
Time: 2170, Queue size: 0, Server count: 1
Time: 2171, Queue size: 1, Server count: 1
Time: 2172, Queue size: 0, Server count: 1
Time: 2173, Queue size: 0, Server count: 1
Time: 2174, Queue size: 0, Server count: 1
Time: 2175, Queue size: 0, Server count: 1
Time: 2176, Queue size: 0, Server count: 1
Time: 2177, Queue size: 0, Server count: 1
Time: 2178, Queue size: 0, Server count: 1
Time: 2179, Queue size: 0, Server count: 1
Time: 2180, Queue size: 1, Server count: 1
Time: 2181, Queue size: 0, Server count: 1
Time: 2182, Queue size: 0, Server count: 1
Time: 2183, Queue size: 1, Server count: 1
Time: 2184, Queue size: 0, Server count: 1
Time: 2185, Queue size: 0, Server count: 1
Time: 2186, Queue size: 0, Server count: 1
Time: 2187, Queue size: 0, Server count: 1
Time: 2188, Queue size: 0, Server count: 1
Time: 2189, Queue size: 0, Server count: 1
Time: 2190, Queue size: 1, Server count: 1
Time: 2191, Queue size: 1, Server count: 1
Time: 2192, Queue size: 0, Server count: 1
Time: 2193, Queue size: 0, Server count: 1
Time: 2194, Queue size: 0, Server count: 1
Time: 2195, Queue size: 0, Server count: 1
Time: 2196, Queue size: 0, Server count: 1
Time: 2197, Queue size: 0, Server count: 1
Time: 2198, Queue size: 0, Server count: 1
Time: 2199, Queue size: 0, Server count: 1
Time: 2200, Queue size: 0, Server count: 1
Time: 2201, Queue size: 1, Server count: 1
Time: 2202, Queue size: 0, Server count: 1
Time: 2203, Queue size: 0, Server count: 1
Time: 2204, Queue size: 0, Server count: 1
Time: 2205, Queue size: 0, Server count: 1
Time: 2206, Queue size: 1, Server count: 1
Time: 2207, Queue size: 0, Server count: 1
Time: 2208, Queue size: 0, Server count: 1
Time: 2209, Queue size: 0, Server count: 1
Time: 2210, Queue size: 0, Server count: 1
Time: 2211, Queue size: 0, Server count: 1
Time: 2212, Queue size: 0, Server count: 1
Time: 2213, Queue size: 0, Server count: 1
Time: 2214, Queue size: 0, Server count: 1
Time: 2215, Queue size: 0, Server count: 1
Time: 2216, Queue size: 0, Server count: 1
Time: 2217, Queue size: 0, Server count: 1
Time: 2218, Queue size: 0, Server count: 1
Time: 2219, Queue size: 0, Server count: 1
Time: 2220, Queue size: 1, Server count: 1
Time: 2221, Queue size: 0, Server count: 1
Time: 2222, Queue size: 0, Server count: 1
Time: 2223, Queue size: 0, Server count: 1
Time: 2224, Queue size: 0, Server count: 1
Time: 2225, Queue size: 0, Server count: 1
Time: 2226, Queue size: 0, Server count: 1
Time: 2227, Queue size: 0, Server count: 1
Time: 2228, Queue size: 0, Server count: 1
Time: 2229, Queue size: 0, Server count: 1
Time: 2230, Queue size: 0, Server count: 1
Time: 2231, Queue size: 0, Server count: 1
Time: 2232, Queue size: 0, Server count: 1
Time: 2233, Queue size: 1, Server count: 1
Time: 2234, Queue size: 0, Server count: 1
Time: 2235, Queue size: 0, Server count: 1
Time: 2236, Queue size: 0, Server count: 1
Time: 2237, Queue size: 0, Server count: 1
Time: 2238, Queue size: 0, Server count: 1
Time: 2239, Queue size: 0, Server count: 1
Time: 2240, Queue size: 0, Server count: 1
Time: 2241, Queue size: 0, Server count: 1
Time: 2242, Queue size: 0, Server count: 1
Time: 2243, Queue size: 0, Server count: 1
Time: 2244, Queue size: 1, Server count: 1
Time: 2245, Queue size: 0, Server count: 1
Time: 2246, Queue size: 0, Server count: 1
Time: 2247, Queue size: 1, Server count: 1
Time: 2248, Queue size: 0, Server count: 1
Time: 2249, Queue size: 0, Server count: 1
Time: 2250, Queue size: 0, Server count: 1
Time: 2251, Queue size: 0, Server count: 1
Time: 2252, Queue size: 0, Server count: 1
Time: 2253, Queue size: 0, Server count: 1
Time: 2254, Queue size: 0, Server count: 1
Time: 2255, Queue size: 0, Server count: 1
Time: 2256, Queue size: 1, Server count: 1
Time: 2257, Queue size: 1, Server count: 1
Time: 2258, Queue size: 1, Server count: 1
Time: 2259, Queue size: 0, Server count: 1
Time: 2260, Queue size: 0, Server count: 1
Time: 2261, Queue size: 0, Server count: 1
Time: 2262, Queue size: 0, Server count: 1
Time: 2263, Queue size: 0, Server count: 1
Time: 2264, Queue size: 0, Server count: 1
Time: 2265, Queue size: 0, Server count: 1
Time: 2266, Queue size: 0, Server count: 1
Time: 2267, Queue size: 0, Server count: 1
Time: 2268, Queue size: 0, Server count: 1
Time: 2269, Queue size: 0, Server count: 1
Time: 2270, Queue size: 0, Server count: 1
Time: 2271, Queue size: 0, Server count: 1
Time: 2272, Queue size: 1, Server count: 1
Time: 2273, Queue size: 0, Server count: 1
Time: 2274, Queue size: 0, Server count: 1
Time: 2275, Queue size: 0, Server count: 1
Time: 2276, Queue size: 0, Server count: 1
Time: 2277, Queue size: 0, Server count: 1
Time: 2278, Queue size: 0, Server count: 1
Time: 2279, Queue size: 0, Server count: 1
Time: 2280, Queue size: 0, Server count: 1
Time: 2281, Queue size: 0, Server count: 1
Time: 2282, Queue size: 0, Server count: 1
Time: 2283, Queue size: 1, Server count: 1
Time: 2284, Queue size: 0, Server count: 1
Time: 2285, Queue size: 0, Server count: 1
Time: 2286, Queue size: 1, Server count: 1
Time: 2287, Queue size: 0, Server count: 1
Time: 2288, Queue size: 0, Server count: 1
Time: 2289, Queue size: 0, Server count: 1
Time: 2290, Queue size: 0, Server count: 1
Time: 2291, Queue size: 0, Server count: 1
Time: 2292, Queue size: 0, Server count: 1
Time: 2293, Queue size: 1, Server count: 1
Time: 2294, Queue size: 0, Server count: 1
Time: 2295, Queue size: 0, Server count: 1
Time: 2296, Queue size: 0, Server count: 1
Time: 2297, Queue size: 1, Server count: 1
Time: 2298, Queue size: 0, Server count: 1
Time: 2299, Queue size: 0, Server count: 1
Time: 2300, Queue size: 0, Server count: 1
Time: 2301, Queue size: 1, Server count: 1
Time: 2302, Queue size: 0, Server count: 1
Time: 2303, Queue size: 0, Server count: 1
Time: 2304, Queue size: 1, Server count: 1
Time: 2305, Queue size: 0, Server count: 1
Time: 2306, Queue size: 1, Server count: 1
Time: 2307, Queue size: 1, Server count: 1
Time: 2308, Queue size: 0, Server count: 1
Time: 2309, Queue size: 0, Server count: 1
Time: 2310, Queue size: 1, Server count: 1
Time: 2311, Queue size: 0, Server count: 1
Time: 2312, Queue size: 0, Server count: 1
Time: 2313, Queue size: 0, Server count: 1
Time: 2314, Queue size: 0, Server count: 1
Time: 2315, Queue size: 0, Server count: 1
Time: 2316, Queue size: 0, Server count: 1
Time: 2317, Queue size: 1, Server count: 1
Time: 2318, Queue size: 0, Server count: 1
Time: 2319, Queue size: 0, Server count: 1
Time: 2320, Queue size: 0, Server count: 1
Time: 2321, Queue size: 0, Server count: 1
Time: 2322, Queue size: 0, Server count: 1
Time: 2323, Queue size: 0, Server count: 1
Time: 2324, Queue size: 1, Server count: 1
Time: 2325, Queue size: 0, Server count: 1
Time: 2326, Queue size: 0, Server count: 1
Time: 2327, Queue size: 0, Server count: 1
Time: 2328, Queue size: 1, Server count: 1
Time: 2329, Queue size: 1, Server count: 1
Time: 2330, Queue size: 1, Server count: 1
Time: 2331, Queue size: 0, Server count: 1
Time: 2332, Queue size: 0, Server count: 1
Time: 2333, Queue size: 1, Server count: 1
Time: 2334, Queue size: 0, Server count: 1
Time: 2335, Queue size: 0, Server count: 1
Time: 2336, Queue size: 0, Server count: 1
Time: 2337, Queue size: 0, Server count: 1
Time: 2338, Queue size: 0, Server count: 1
Time: 2339, Queue size: 0, Server count: 1
Time: 2340, Queue size: 0, Server count: 1
Time: 2341, Queue size: 1, Server count: 1
Time: 2342, Queue size: 0, Server count: 1
Time: 2343, Queue size: 0, Server count: 1
Time: 2344, Queue size: 0, Server count: 1
Time: 2345, Queue size: 0, Server count: 1
Time: 2346, Queue size: 0, Server count: 1
Time: 2347, Queue size: 0, Server count: 1
Time: 2348, Queue size: 0, Server count: 1
Time: 2349, Queue size: 0, Server count: 1
Time: 2350, Queue size: 0, Server count: 1
Time: 2351, Queue size: 0, Server count: 1
Time: 2352, Queue size: 0, Server count: 1
Time: 2353, Queue size: 0, Server count: 1
Time: 2354, Queue size: 0, Server count: 1
Time: 2355, Queue size: 1, Server count: 1
Time: 2356, Queue size: 1, Server count: 1
Time: 2357, Queue size: 0, Server count: 1
Time: 2358, Queue size: 1, Server count: 1
Time: 2359, Queue size: 0, Server count: 1
Time: 2360, Queue size: 0, Server count: 1
Time: 2361, Queue size: 0, Server count: 1
Time: 2362, Queue size: 1, Server count: 1
Time: 2363, Queue size: 0, Server count: 1
Time: 2364, Queue size: 0, Server count: 1
Time: 2365, Queue size: 0, Server count: 1
Time: 2366, Queue size: 0, Server count: 1
Time: 2367, Queue size: 0, Server count: 1
Time: 2368, Queue size: 0, Server count: 1
Time: 2369, Queue size: 0, Server count: 1
Time: 2370, Queue size: 1, Server count: 1
Time: 2371, Queue size: 1, Server count: 1
Time: 2372, Queue size: 1, Server count: 1
Time: 2373, Queue size: 0, Server count: 1
Time: 2374, Queue size: 0, Server count: 1
Time: 2375, Queue size: 0, Server count: 1
Time: 2376, Queue size: 0, Server count: 1
Time: 2377, Queue size: 0, Server count: 1
Time: 2378, Queue size: 0, Server count: 1
Time: 2379, Queue size: 0, Server count: 1
Time: 2380, Queue size: 0, Server count: 1
Time: 2381, Queue size: 0, Server count: 1
Time: 2382, Queue size: 0, Server count: 1
Time: 2383, Queue size: 0, Server count: 1
Time: 2384, Queue size: 1, Server count: 1
Time: 2385, Queue size: 0, Server count: 1
Time: 2386, Queue size: 0, Server count: 1
Time: 2387, Queue size: 0, Server count: 1
Time: 2388, Queue size: 1, Server count: 1
Time: 2389, Queue size: 0, Server count: 1
Time: 2390, Queue size: 0, Server count: 1
Time: 2391, Queue size: 0, Server count: 1
Time: 2392, Queue size: 1, Server count: 1
Time: 2393, Queue size: 0, Server count: 1
Time: 2394, Queue size: 0, Server count: 1
Time: 2395, Queue size: 0, Server count: 1
Time: 2396, Queue size: 1, Server count: 1
Time: 2397, Queue size: 1, Server count: 1
Time: 2398, Queue size: 1, Server count: 1
Time: 2399, Queue size: 0, Server count: 1
Time: 2400, Queue size: 0, Server count: 1
Time: 2401, Queue size: 0, Server count: 1
Time: 2402, Queue size: 0, Server count: 1
Time: 2403, Queue size: 0, Server count: 1
Time: 2404, Queue size: 0, Server count: 1
Time: 2405, Queue size: 0, Server count: 1
Time: 2406, Queue size: 0, Server count: 1
Time: 2407, Queue size: 0, Server count: 1
Time: 2408, Queue size: 0, Server count: 1
Time: 2409, Queue size: 0, Server count: 1
Time: 2410, Queue size: 1, Server count: 1
Time: 2411, Queue size: 1, Server count: 1
Time: 2412, Queue size: 0, Server count: 1
Time: 2413, Queue size: 0, Server count: 1
Time: 2414, Queue size: 0, Server count: 1
Time: 2415, Queue size: 1, Server count: 1
Time: 2416, Queue size: 0, Server count: 1
Time: 2417, Queue size: 0, Server count: 1
Time: 2418, Queue size: 0, Server count: 1
Time: 2419, Queue size: 0, Server count: 1
Time: 2420, Queue size: 0, Server count: 1
Time: 2421, Queue size: 0, Server count: 1
Time: 2422, Queue size: 0, Server count: 1
Time: 2423, Queue size: 0, Server count: 1
Time: 2424, Queue size: 0, Server count: 1
Time: 2425, Queue size: 0, Server count: 1
Time: 2426, Queue size: 0, Server count: 1
Time: 2427, Queue size: 1, Server count: 1
Time: 2428, Queue size: 0, Server count: 1
Time: 2429, Queue size: 1, Server count: 1
Time: 2430, Queue size: 0, Server count: 1
Time: 2431, Queue size: 0, Server count: 1
Time: 2432, Queue size: 1, Server count: 1
Time: 2433, Queue size: 0, Server count: 1
Time: 2434, Queue size: 0, Server count: 1
Time: 2435, Queue size: 1, Server count: 1
Time: 2436, Queue size: 0, Server count: 1
Time: 2437, Queue size: 0, Server count: 1
Time: 2438, Queue size: 0, Server count: 1
Time: 2439, Queue size: 0, Server count: 1
Time: 2440, Queue size: 0, Server count: 1
Time: 2441, Queue size: 0, Server count: 1
Time: 2442, Queue size: 0, Server count: 1
Time: 2443, Queue size: 1, Server count: 1
Time: 2444, Queue size: 1, Server count: 1
Time: 2445, Queue size: 0, Server count: 1
Time: 2446, Queue size: 1, Server count: 1
Time: 2447, Queue size: 0, Server count: 1
Time: 2448, Queue size: 0, Server count: 1
Time: 2449, Queue size: 0, Server count: 1
Time: 2450, Queue size: 0, Server count: 1
Time: 2451, Queue size: 0, Server count: 1
Time: 2452, Queue size: 0, Server count: 1
Time: 2453, Queue size: 0, Server count: 1
Time: 2454, Queue size: 0, Server count: 1
Time: 2455, Queue size: 1, Server count: 1
Time: 2456, Queue size: 0, Server count: 1
Time: 2457, Queue size: 0, Server count: 1
Time: 2458, Queue size: 0, Server count: 1
Time: 2459, Queue size: 0, Server count: 1
Time: 2460, Queue size: 0, Server count: 1
Time: 2461, Queue size: 1, Server count: 1
Time: 2462, Queue size: 1, Server count: 1
Time: 2463, Queue size: 0, Server count: 1
Time: 2464, Queue size: 0, Server count: 1
Time: 2465, Queue size: 0, Server count: 1
Time: 2466, Queue size: 0, Server count: 1
Time: 2467, Queue size: 0, Server count: 1
Time: 2468, Queue size: 1, Server count: 1
Time: 2469, Queue size: 1, Server count: 1
Time: 2470, Queue size: 0, Server count: 1
Time: 2471, Queue size: 0, Server count: 1
Time: 2472, Queue size: 1, Server count: 1
Time: 2473, Queue size: 0, Server count: 1
Time: 2474, Queue size: 0, Server count: 1
Time: 2475, Queue size: 1, Server count: 1
Time: 2476, Queue size: 1, Server count: 1
Time: 2477, Queue size: 0, Server count: 1
Time: 2478, Queue size: 1, Server count: 1
Time: 2479, Queue size: 0, Server count: 1
Time: 2480, Queue size: 0, Server count: 1
Time: 2481, Queue size: 1, Server count: 1
Time: 2482, Queue size: 1, Server count: 1
Time: 2483, Queue size: 0, Server count: 1
Time: 2484, Queue size: 0, Server count: 1
Time: 2485, Queue size: 0, Server count: 1
Time: 2486, Queue size: 1, Server count: 1
Time: 2487, Queue size: 0, Server count: 1
Time: 2488, Queue size: 0, Server count: 1
Time: 2489, Queue size: 0, Server count: 1
Time: 2490, Queue size: 0, Server count: 1
Time: 2491, Queue size: 0, Server count: 1
Time: 2492, Queue size: 0, Server count: 1
Time: 2493, Queue size: 0, Server count: 1
Time: 2494, Queue size: 0, Server count: 1
Time: 2495, Queue size: 0, Server count: 1
Time: 2496, Queue size: 0, Server count: 1
Time: 2497, Queue size: 0, Server count: 1
Time: 2498, Queue size: 0, Server count: 1
Time: 2499, Queue size: 0, Server count: 1
Time: 2500, Queue size: 0, Server count: 1
Time: 2501, Queue size: 0, Server count: 1
Time: 2502, Queue size: 0, Server count: 1
Time: 2503, Queue size: 1, Server count: 1
Time: 2504, Queue size: 0, Server count: 1
Time: 2505, Queue size: 0, Server count: 1
Time: 2506, Queue size: 0, Server count: 1
Time: 2507, Queue size: 0, Server count: 1
Time: 2508, Queue size: 0, Server count: 1
Time: 2509, Queue size: 0, Server count: 1
Time: 2510, Queue size: 0, Server count: 1
Time: 2511, Queue size: 0, Server count: 1
Time: 2512, Queue size: 0, Server count: 1
Time: 2513, Queue size: 0, Server count: 1
Time: 2514, Queue size: 0, Server count: 1
Time: 2515, Queue size: 0, Server count: 1
Time: 2516, Queue size: 0, Server count: 1
Time: 2517, Queue size: 0, Server count: 1
Time: 2518, Queue size: 0, Server count: 1
Time: 2519, Queue size: 0, Server count: 1
Time: 2520, Queue size: 0, Server count: 1
Time: 2521, Queue size: 1, Server count: 1
Time: 2522, Queue size: 0, Server count: 1
Time: 2523, Queue size: 0, Server count: 1
Time: 2524, Queue size: 0, Server count: 1
Time: 2525, Queue size: 0, Server count: 1
Time: 2526, Queue size: 0, Server count: 1
Time: 2527, Queue size: 0, Server count: 1
Time: 2528, Queue size: 0, Server count: 1
Time: 2529, Queue size: 0, Server count: 1
Time: 2530, Queue size: 0, Server count: 1
Time: 2531, Queue size: 1, Server count: 1
Time: 2532, Queue size: 0, Server count: 1
Time: 2533, Queue size: 1, Server count: 1
Time: 2534, Queue size: 0, Server count: 1
Time: 2535, Queue size: 1, Server count: 1
Time: 2536, Queue size: 0, Server count: 1
Time: 2537, Queue size: 1, Server count: 1
Time: 2538, Queue size: 0, Server count: 1
Time: 2539, Queue size: 0, Server count: 1
Time: 2540, Queue size: 1, Server count: 1
Time: 2541, Queue size: 0, Server count: 1
Time: 2542, Queue size: 0, Server count: 1
Time: 2543, Queue size: 0, Server count: 1
Time: 2544, Queue size: 0, Server count: 1
Time: 2545, Queue size: 0, Server count: 1
Time: 2546, Queue size: 0, Server count: 1
Time: 2547, Queue size: 1, Server count: 1
Time: 2548, Queue size: 1, Server count: 1
Time: 2549, Queue size: 0, Server count: 1
Time: 2550, Queue size: 0, Server count: 1
Time: 2551, Queue size: 0, Server count: 1
Time: 2552, Queue size: 0, Server count: 1
Time: 2553, Queue size: 0, Server count: 1
Time: 2554, Queue size: 0, Server count: 1
Time: 2555, Queue size: 0, Server count: 1
Time: 2556, Queue size: 0, Server count: 1
Time: 2557, Queue size: 0, Server count: 1
Time: 2558, Queue size: 0, Server count: 1
Time: 2559, Queue size: 0, Server count: 1
Time: 2560, Queue size: 0, Server count: 1
Time: 2561, Queue size: 0, Server count: 1
Time: 2562, Queue size: 0, Server count: 1
Time: 2563, Queue size: 0, Server count: 1
Time: 2564, Queue size: 0, Server count: 1
Time: 2565, Queue size: 0, Server count: 1
Time: 2566, Queue size: 0, Server count: 1
